quadkey_z12,adm1_code,adm1_name,adm2_code,adm2_name,adm3_code,adm3_name
122020002203,DZ-32,El Bayadh,,Bechar,,Lebnoud
122020002221,DZ-08,Béchar,,Bechar,,Beni Ounif
122020002223,DZ-08,Béchar,,Bechar,,Beni Ounif
122020020001,DZ-08,Béchar,,Bechar,,Kerzaz
122020020003,DZ-08,Béchar,,Bechar,,Kerzaz
122020020021,DZ-08,Béchar,,Bechar,,Kerzaz
122020020023,DZ-08,Béchar,,Bechar,,Kerzaz
122020020201,DZ-01,Adrar,,Bechar,,Ksar Kaddour
122020020203,DZ-01,Adrar,,Bechar,,Ksar Kaddour
122020020221,DZ-01,Adrar,,Bechar,,Ksar Kaddour
122020020223,DZ-01,Adrar,,Bechar,,Ksar Kaddour
122020022001,DZ-01,Adrar,,Bechar,,Ksar Kaddour
122020022003,DZ-01,Adrar,,Bechar,,Ksar Kaddour
122020022021,DZ-01,Adrar,,Bechar,,Ksar Kaddour
122020022023,DZ-01,Adrar,,Bechar,,Ksar Kaddour
122020022201,DZ-01,Adrar,,Adrar,,Ksar Kaddour
122020022203,DZ-01,Adrar,,Adrar,,Ksar Kaddour
122020022221,DZ-01,Adrar,,Adrar,,Ksar Kaddour
122020022223,DZ-01,Adrar,,Adrar,,Ksar Kaddour
122020200001,DZ-01,Adrar,,Adrar,,Ouled Said
122020200003,DZ-01,Adrar,,Adrar,,Ouled Aissa
122020200021,DZ-01,Adrar,,Adrar,,Ouled Said
122020200023,DZ-01,Adrar,,Adrar,,Timimoun
122020200201,DZ-01,Adrar,,Adrar,,Timimoun
122020200203,DZ-01,Adrar,,Adrar,,Ouled Aissa
122020200221,DZ-01,Adrar,,Adrar,,Ouled Aissa
122020200223,DZ-01,Adrar,,Adrar,,Deldoul
122020202001,DZ-01,Adrar,,Adrar,,Deldoul
122020202003,DZ-01,Adrar,,Adrar,,Deldoul
122020202021,DZ-01,Adrar,,Adrar,,Deldoul
122020202023,DZ-01,Adrar,,Adrar,,Deldoul
122020202201,DZ-01,Adrar,,Adrar,,Metarfa
122020202203,DZ-01,Adrar,,Adrar,,Metarfa
122020202221,DZ-01,Adrar,,Adrar,,Sebaa
122020202223,DZ-01,Adrar,,Adrar,,Sebaa
122020220001,DZ-01,Adrar,,Adrar,,Sebaa
122020220003,DZ-01,Adrar,,Adrar,,Tamantit
122020220021,DZ-01,Adrar,,Adrar,,Tamantit
122020220023,DZ-01,Adrar,,Adrar,,Tamantit
122020220201,DZ-01,Adrar,,Adrar,,Tamantit
122020220203,DZ-01,Adrar,,Adrar,,Tamantit
122020220221,DZ-01,Adrar,,Adrar,,Tamantit
122020220223,DZ-01,Adrar,,Adrar,,Tamantit
122020222001,DZ-01,Adrar,,Adrar,,Fenoughil
122020222003,DZ-01,Adrar,,Adrar,,Fenoughil
122020222021,DZ-01,Adrar,,Adrar,,Tamast
122020222023,DZ-01,Adrar,,Adrar,,Zaouiet Kounta
122020222201,DZ-01,Adrar,,Adrar,,Zaouiet Kounta
122020222203,DZ-01,Adrar,,Adrar,,Zaouiet Kounta
122020222221,DZ-01,Adrar,,Adrar,,Zaouiet Kounta
122020222223,DZ-01,Adrar,,Adrar,,In Zghmir
122022000001,DZ-01,Adrar,,Adrar,,Sali
122022000003,DZ-01,Adrar,,Adrar,,Sali
122022000021,DZ-01,Adrar,,Adrar,,Reggane
122022000023,DZ-01,Adrar,,Adrar,,Reggane
122022000201,DZ-01,Adrar,,Adrar,,Reggane
122022000203,DZ-01,Adrar,,Adrar,,Reggane
122022000221,DZ-01,Adrar,,Adrar,,Reggane
122022000223,DZ-01,Adrar,,Adrar,,Reggane
122022002001,DZ-01,Adrar,,Adrar,,Reggane
122022002003,DZ-01,Adrar,,Adrar,,Reggane
122022002021,DZ-01,Adrar,,Adrar,,Reggane
122022002023,DZ-01,Adrar,,Adrar,,Reggane
122022002201,DZ-01,Adrar,,Adrar,,Reggane
122022002203,DZ-01,Adrar,,Adrar,,Reggane
122022002221,DZ-01,Adrar,,Adrar,,Reggane
122022002223,DZ-01,Adrar,,Adrar,,Reggane
122022020001,DZ-01,Adrar,,Adrar,,Reggane
122022020003,DZ-01,Adrar,,Adrar,,Reggane
122022020021,DZ-01,Adrar,,Adrar,,Reggane
122022020023,DZ-01,Adrar,,Adrar,,Reggane
122022020201,DZ-01,Adrar,,Adrar,,Reggane
122022020203,DZ-01,Adrar,,Adrar,,Reggane
122022020221,DZ-01,Adrar,,Adrar,,Reggane
122022020223,DZ-01,Adrar,,Adrar,,Reggane
122022022001,DZ-01,Adrar,,Adrar,,Reggane
122022022003,DZ-01,Adrar,,Adrar,,Reggane
122022022021,DZ-01,Adrar,,Adrar,,Reggane
122022022023,DZ-01,Adrar,,Adrar,,Reggane
122022022201,DZ-01,Adrar,,Adrar,,Reggane
122022022203,DZ-01,Adrar,,Adrar,,Reggane
122022022221,DZ-01,Adrar,,Adrar,,Reggane
122022022223,DZ-01,Adrar,,Adrar,,Reggane
122022200001,DZ-01,Adrar,,Adrar,,Reggane
122022200003,DZ-01,Adrar,,Adrar,,Reggane
122022200021,DZ-01,Adrar,,Adrar,,Reggane
122022200023,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022200201,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022200203,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022200221,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022200223,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022202001,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022202003,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022202021,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022202023,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022202201,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022202203,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022202221,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022202223,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022220001,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022220003,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022220021,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022220023,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022220201,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022220203,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022220221,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022220223,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022222001,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022222003,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022222021,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022222023,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022222201,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022222203,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022222221,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022222223,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122200000001,DZ-01,Adrar,,,,Bordj Badji Mokhtar
122200000003,DZ-01,Adrar,,,,Bordj Badji Mokhtar
122002000232,DZ-27,Mostaganem,,Mostaganem,,Abdelmalek Ramdane
122002002010,DZ-27,Mostaganem,,Mostaganem,,Ain Boudinar
122002002012,DZ-27,Mostaganem,,Mostaganem,,Ain Tedles
122002002030,DZ-27,Mostaganem,,Mostaganem,,Mansourah
122002002032,DZ-27,Mostaganem,,Mostaganem,,Bouguirat
122002002210,DZ-27,Mostaganem,,Mascara,,Bouguirat
122002002212,DZ-29,Mascara,,Mascara,,Sedjerara
122002002230,DZ-29,Mascara,,Mascara,,Sedjerara
122002002232,DZ-29,Mascara,,Mascara,,Aïn Fares
122002020010,DZ-29,Mascara,,Mascara,,Aïn Fares
122002020012,DZ-29,Mascara,,Mascara,,Maoussa
122002020030,DZ-29,Mascara,,Mascara,,Matemor
122002020032,DZ-29,Mascara,,Mascara,,Makdha
122002020210,DZ-29,Mascara,,Mascara,,Makdha
122002020212,DZ-29,Mascara,,Mascara,,Beniane
122002020230,DZ-20,Saïda,,Saiida,,Ouled Khaled
122002020232,DZ-20,Saïda,,Saiida,,Ouled Khaled
122002022010,DZ-20,Saïda,,Saiida,,Ouled Khaled
122002022012,DZ-20,Saïda,,Saiida,,El Hessasna
122002022030,DZ-20,Saïda,,Saiida,,Sidi Ahmed
122002022032,DZ-20,Saïda,,Saiida,,Sidi Ahmed
122002022210,DZ-20,Saïda,,Saiida,,Sidi Ahmed
122002022212,DZ-20,Saïda,,Saiida,,Sidi Ahmed
122002022230,DZ-20,Saïda,,Saiida,,Sidi Ahmed
122002022232,DZ-20,Saïda,,Saiida,,Sidi Ahmed
122002200010,DZ-32,El Bayadh,,Saiida,,El Kheiter
122002200012,DZ-32,El Bayadh,,Saiida,,Bougtob
122002200030,DZ-32,El Bayadh,,El Bayadh,,Bougtob
122002200032,DZ-32,El Bayadh,,El Bayadh,,Bougtob
122002200210,DZ-32,El Bayadh,,El Bayadh,,Bougtob
122002200212,DZ-32,El Bayadh,,El Bayadh,,Bougtob
122002200230,DZ-32,El Bayadh,,El Bayadh,,Bougtob
122002200232,DZ-32,El Bayadh,,El Bayadh,,Bougtob
122002202010,DZ-32,El Bayadh,,El Bayadh,,Tousmouline
122002202012,DZ-32,El Bayadh,,El Bayadh,,Tousmouline
122002202030,DZ-32,El Bayadh,,El Bayadh,,Tousmouline
122002202032,DZ-32,El Bayadh,,El Bayadh,,El Mehara
122002202210,DZ-32,El Bayadh,,El Bayadh,,El Mehara
122002202212,DZ-32,El Bayadh,,El Bayadh,,El Mehara
122002202230,DZ-32,El Bayadh,,El Bayadh,,El Mehara
122002202232,DZ-32,El Bayadh,,El Bayadh,,El Mehara
122002220010,DZ-32,El Bayadh,,El Bayadh,,El Mehara
122002220012,DZ-32,El Bayadh,,El Bayadh,,El Mehara
122002220030,DZ-32,El Bayadh,,El Bayadh,,El Mehara
122002220032,DZ-32,El Bayadh,,El Bayadh,,El Mehara
122002220210,DZ-32,El Bayadh,,El Bayadh,,El Abiodh Sidi Cheikh
122002220212,DZ-32,El Bayadh,,El Bayadh,,El Abiodh Sidi Cheikh
122002220230,DZ-32,El Bayadh,,El Bayadh,,El Abiodh Sidi Cheikh
122002220232,DZ-32,El Bayadh,,El Bayadh,,El Abiodh Sidi Cheikh
122002222010,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122002222012,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122002222030,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122002222032,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122002222210,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122002222212,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122002222230,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122002222232,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122020000010,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122020000012,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122020000030,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122020000032,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122020000210,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122020000212,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122020000230,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122020000232,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122020002010,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122020002012,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122020002030,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122020002032,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122020002210,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122020002212,DZ-32,El Bayadh,,Bechar,,Lebnoud
122020002230,DZ-32,El Bayadh,,Bechar,,Lebnoud
122020002232,DZ-08,Béchar,,Bechar,,Beni Ounif
122020020010,DZ-08,Béchar,,Bechar,,Kerzaz
122020020012,DZ-08,Béchar,,Bechar,,Kerzaz
122020020030,DZ-08,Béchar,,Bechar,,Kerzaz
122020020032,DZ-01,Adrar,,Bechar,,Ksar Kaddour
122020020210,DZ-01,Adrar,,Bechar,,Ksar Kaddour
122020020212,DZ-01,Adrar,,Bechar,,Ksar Kaddour
122020020230,DZ-01,Adrar,,Bechar,,Ksar Kaddour
122020020232,DZ-01,Adrar,,Bechar,,Ksar Kaddour
122020022010,DZ-01,Adrar,,Bechar,,Ksar Kaddour
122020022012,DZ-01,Adrar,,Bechar,,Ksar Kaddour
122020022030,DZ-01,Adrar,,Adrar,,Ksar Kaddour
122020022032,DZ-01,Adrar,,Adrar,,Ksar Kaddour
122020022210,DZ-01,Adrar,,Adrar,,Ksar Kaddour
122020022212,DZ-01,Adrar,,Adrar,,Ksar Kaddour
122020022230,DZ-01,Adrar,,Adrar,,Ksar Kaddour
122020022232,DZ-01,Adrar,,Adrar,,Ksar Kaddour
122020200010,DZ-01,Adrar,,Adrar,,Ouled Said
122020200012,DZ-01,Adrar,,Adrar,,Ouled Said
122020200030,DZ-01,Adrar,,Adrar,,Ouled Said
122020200032,DZ-01,Adrar,,Adrar,,Timimoun
122020200210,DZ-01,Adrar,,Adrar,,Timimoun
122020200212,DZ-01,Adrar,,Adrar,,Timimoun
122020200230,DZ-01,Adrar,,Adrar,,Ouled Aissa
122020200232,DZ-01,Adrar,,Adrar,,Deldoul
122020202010,DZ-01,Adrar,,Adrar,,Deldoul
122020202012,DZ-01,Adrar,,Adrar,,Aougrout
122020202030,DZ-01,Adrar,,Adrar,,Aougrout
122020202032,DZ-01,Adrar,,Adrar,,Aougrout
122020202210,DZ-01,Adrar,,Adrar,,Metarfa
122020202212,DZ-01,Adrar,,Adrar,,Metarfa
122020202230,DZ-01,Adrar,,Adrar,,Sebaa
122020202232,DZ-01,Adrar,,Adrar,,Sebaa
122020220010,DZ-01,Adrar,,Adrar,,Tamantit
122020220012,DZ-01,Adrar,,Adrar,,Tamantit
122020220030,DZ-01,Adrar,,Adrar,,Tamantit
122020220032,DZ-01,Adrar,,Adrar,,Tamantit
122020220210,DZ-01,Adrar,,Adrar,,Tamantit
122020220212,DZ-01,Adrar,,Adrar,,Tamantit
122020220230,DZ-01,Adrar,,Adrar,,Tamantit
122020220232,DZ-01,Adrar,,Adrar,,Tamantit
122020222010,DZ-01,Adrar,,Adrar,,Fenoughil
122020222012,DZ-01,Adrar,,Adrar,,Fenoughil
122020222030,DZ-01,Adrar,,Adrar,,Tamast
122020222032,DZ-01,Adrar,,Adrar,,Zaouiet Kounta
122020222210,DZ-01,Adrar,,Adrar,,Zaouiet Kounta
122020222212,DZ-01,Adrar,,Adrar,,Zaouiet Kounta
122020222230,DZ-01,Adrar,,Adrar,,Zaouiet Kounta
122020222232,DZ-01,Adrar,,Adrar,,In Zghmir
122022000010,DZ-01,Adrar,,Adrar,,Sali
122022000012,DZ-01,Adrar,,Adrar,,Sali
122022000030,DZ-01,Adrar,,Adrar,,Reggane
122022000032,DZ-01,Adrar,,Adrar,,Reggane
122022000210,DZ-01,Adrar,,Adrar,,Reggane
122022000212,DZ-01,Adrar,,Adrar,,Reggane
122022000230,DZ-01,Adrar,,Adrar,,Reggane
122022000232,DZ-01,Adrar,,Adrar,,Reggane
122022002010,DZ-01,Adrar,,Adrar,,Reggane
122022002012,DZ-01,Adrar,,Adrar,,Reggane
122022002030,DZ-01,Adrar,,Adrar,,Reggane
122022002032,DZ-01,Adrar,,Adrar,,Reggane
122022002210,DZ-01,Adrar,,Adrar,,Reggane
122022002212,DZ-01,Adrar,,Adrar,,Reggane
122022002230,DZ-01,Adrar,,Adrar,,Reggane
122022002232,DZ-01,Adrar,,Adrar,,Reggane
122022020010,DZ-01,Adrar,,Adrar,,Reggane
122022020012,DZ-01,Adrar,,Adrar,,Reggane
122022020030,DZ-01,Adrar,,Adrar,,Reggane
122022020032,DZ-01,Adrar,,Adrar,,Reggane
122022020210,DZ-01,Adrar,,Adrar,,Reggane
122022020212,DZ-01,Adrar,,Adrar,,Reggane
122022020230,DZ-01,Adrar,,Adrar,,Reggane
122022020232,DZ-01,Adrar,,Adrar,,Reggane
122022022010,DZ-01,Adrar,,Adrar,,Reggane
122022022012,DZ-01,Adrar,,Adrar,,Reggane
122022022030,DZ-01,Adrar,,Adrar,,Reggane
122022022032,DZ-01,Adrar,,Adrar,,Reggane
122022022210,DZ-01,Adrar,,Adrar,,Reggane
122022022212,DZ-01,Adrar,,Adrar,,Reggane
122022022230,DZ-01,Adrar,,Adrar,,Reggane
122022022232,DZ-01,Adrar,,Adrar,,Reggane
122022200010,DZ-01,Adrar,,Adrar,,Reggane
122022200012,DZ-01,Adrar,,Adrar,,Reggane
122022200030,DZ-01,Adrar,,Adrar,,Reggane
122022200032,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022200210,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022200212,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022200230,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022200232,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022202010,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022202012,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022202030,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022202032,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022202210,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022202212,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022202230,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022202232,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022220010,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022220012,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022220030,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022220032,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022220210,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022220212,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022220230,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022220232,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022222010,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022222012,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022222030,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022222032,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022222210,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022222212,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022222230,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122022222232,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122200000010,DZ-01,Adrar,,Adrar,,Bordj Badji Mokhtar
122200000012,DZ-01,Adrar,,,,Bordj Badji Mokhtar
122200000030,DZ-01,Adrar,,,,Bordj Badji Mokhtar
122002000231,DZ-27,Mostaganem,,Mostaganem,,Hadjadj
122002000233,DZ-27,Mostaganem,,Mostaganem,,Sidi Belattar
122002002011,DZ-27,Mostaganem,,Mostaganem,,Ain Tedles
122002002013,DZ-27,Mostaganem,,Mostaganem,,Sour
122002002031,DZ-27,Mostaganem,,Mostaganem,,Souaflia
122002002033,DZ-27,Mostaganem,,Relizane,,Bouguirat
122002002211,DZ-48,Relizane,,Relizane,,Yellel
122002002213,DZ-48,Relizane,,Relizane,,Kalaa
122002002231,DZ-29,Mascara,,Mascara,,Sedjerara
122002002233,DZ-29,Mascara,,Mascara,,El Bordj
122002020011,DZ-29,Mascara,,Mascara,,Tighennif
122002020013,DZ-29,Mascara,,Mascara,,Sidi Kada
122002020031,DZ-29,Mascara,,Mascara,,Sidi Boussaid
122002020033,DZ-29,Mascara,,Mascara,,Makdha
122002020211,DZ-29,Mascara,,Mascara,,Aouf
122002020213,DZ-29,Mascara,,Mascara,,Aouf
122002020231,DZ-20,Saïda,,Saiida,,Aïn Soltane
122002020233,DZ-20,Saïda,,Saiida,,Aïn Soltane
122002022011,DZ-20,Saïda,,Saiida,,El Hessasna
122002022013,DZ-20,Saïda,,Saiida,,El Hessasna
122002022031,DZ-20,Saïda,,Saiida,,El Hessasna
122002022033,DZ-20,Saïda,,Saiida,,Sidi Ahmed
122002022211,DZ-20,Saïda,,Saiida,,Sidi Ahmed
122002022213,DZ-20,Saïda,,Saiida,,Sidi Ahmed
122002022231,DZ-20,Saïda,,Saiida,,Sidi Ahmed
122002022233,DZ-20,Saïda,,Saiida,,Sidi Ahmed
122002200011,DZ-32,El Bayadh,,Saiida,,El Kheiter
122002200013,DZ-32,El Bayadh,,El Bayadh,,Bougtob
122002200031,DZ-32,El Bayadh,,El Bayadh,,Bougtob
122002200033,DZ-32,El Bayadh,,El Bayadh,,Bougtob
122002200211,DZ-32,El Bayadh,,El Bayadh,,Bougtob
122002200213,DZ-32,El Bayadh,,El Bayadh,,Bougtob
122002200231,DZ-32,El Bayadh,,El Bayadh,,Bougtob
122002200233,DZ-32,El Bayadh,,El Bayadh,,Bougtob
122002202011,DZ-32,El Bayadh,,El Bayadh,,Tousmouline
122002202013,DZ-32,El Bayadh,,El Bayadh,,Tousmouline
122002202031,DZ-32,El Bayadh,,El Bayadh,,Tousmouline
122002202033,DZ-32,El Bayadh,,El Bayadh,,El Mehara
122002202211,DZ-32,El Bayadh,,El Bayadh,,El Mehara
122002202213,DZ-32,El Bayadh,,El Bayadh,,El Mehara
122002202231,DZ-32,El Bayadh,,El Bayadh,,El Mehara
122002202233,DZ-32,El Bayadh,,El Bayadh,,El Mehara
122002220011,DZ-32,El Bayadh,,El Bayadh,,El Mehara
122002220013,DZ-32,El Bayadh,,El Bayadh,,El Mehara
122002220031,DZ-32,El Bayadh,,El Bayadh,,El Mehara
122002220033,DZ-32,El Bayadh,,El Bayadh,,El Abiodh Sidi Cheikh
122002220211,DZ-32,El Bayadh,,El Bayadh,,El Abiodh Sidi Cheikh
122002220213,DZ-32,El Bayadh,,El Bayadh,,El Abiodh Sidi Cheikh
122002220231,DZ-32,El Bayadh,,El Bayadh,,El Abiodh Sidi Cheikh
122002220233,DZ-32,El Bayadh,,El Bayadh,,El Abiodh Sidi Cheikh
122002222011,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122002222013,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122002222031,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122002222033,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122002222211,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122002222213,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122002222231,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122002222233,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122020000011,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122020000013,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122020000031,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122020000033,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122020000211,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122020000213,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122020000231,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122020000233,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122020002011,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122020002013,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122020002031,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122020002033,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122020002211,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122020002213,DZ-32,El Bayadh,,El Bayadh,,Lebnoud
122020002231,DZ-32,El Bayadh,,Bechar,,Lebnoud
122020002233,DZ-32,El Bayadh,,Bechar,,Lebnoud
122020020011,DZ-08,Béchar,,Bechar,,Beni Ounif
122020020013,DZ-08,Béchar,,Bechar,,Kerzaz
122020020031,DZ-01,Adrar,,Bechar,,Ksar Kaddour
122020020033,DZ-01,Adrar,,Bechar,,Ksar Kaddour
122020020211,DZ-01,Adrar,,Bechar,,Ksar Kaddour
122020020213,DZ-01,Adrar,,Bechar,,Ksar Kaddour
122020020231,DZ-01,Adrar,,Bechar,,Ksar Kaddour
122020020233,DZ-01,Adrar,,Bechar,,Ksar Kaddour
122020022011,DZ-01,Adrar,,Adrar,,Ksar Kaddour
122020022013,DZ-01,Adrar,,Adrar,,Ksar Kaddour
122020022031,DZ-01,Adrar,,Adrar,,Ksar Kaddour
122020022033,DZ-01,Adrar,,Adrar,,Ksar Kaddour
122020022211,DZ-01,Adrar,,Adrar,,Ksar Kaddour
122020022213,DZ-01,Adrar,,Adrar,,Ksar Kaddour
122020022231,DZ-01,Adrar,,Adrar,,Ksar Kaddour
122020022233,DZ-01,Adrar,,Adrar,,Ksar Kaddour
122020200011,DZ-01,Adrar,,Adrar,,Ouled Said
122020200013,DZ-01,Adrar,,Adrar,,Ouled Said
122020200031,DZ-01,Adrar,,Adrar,,Timimoun
122020200033,DZ-01,Adrar,,Adrar,,Timimoun
122020200211,DZ-01,Adrar,,Adrar,,Timimoun
122020200213,DZ-01,Adrar,,Adrar,,Timimoun
122020200231,DZ-01,Adrar,,Adrar,,Timimoun
122020200233,DZ-01,Adrar,,Adrar,,Aougrout
122020202011,DZ-01,Adrar,,Adrar,,Aougrout
122020202013,DZ-01,Adrar,,Adrar,,Aougrout
122020202031,DZ-01,Adrar,,Adrar,,Aougrout
122020202033,DZ-01,Adrar,,Adrar,,Aougrout
122020202211,DZ-01,Adrar,,Adrar,,Metarfa
122020202213,DZ-01,Adrar,,Adrar,,Metarfa
122020202231,DZ-01,Adrar,,Adrar,,Metarfa
122020202233,DZ-01,Adrar,,Adrar,,Sebaa
122020220011,DZ-01,Adrar,,Adrar,,Tamantit
122020220013,DZ-01,Adrar,,Adrar,,Tamantit
122020220031,DZ-01,Adrar,,Adrar,,Tamantit
122020220033,DZ-01,Adrar,,Adrar,,Tamantit
122020220211,DZ-01,Adrar,,Adrar,,Tamantit
122020220213,DZ-01,Adrar,,Adrar,,Tamantit
122020220231,DZ-01,Adrar,,Adrar,,Tamantit
122020220233,DZ-01,Adrar,,Adrar,,Fenoughil
122020222011,DZ-01,Adrar,,Adrar,,Fenoughil
122020222013,DZ-01,Adrar,,Adrar,,Fenoughil
122020222031,DZ-01,Adrar,,Adrar,,Tamast
122020222033,DZ-01,Adrar,,Adrar,,Timokten
122020222211,DZ-01,Adrar,,Adrar,,Zaouiet Kounta
122020222213,DZ-01,Adrar,,Adrar,,Zaouiet Kounta
122020222231,DZ-01,Adrar,,Adrar,,Zaouiet Kounta
122020222233,DZ-01,Adrar,,Adrar,,In Zghmir
122022000011,DZ-01,Adrar,,Adrar,,Sali
122022000013,DZ-01,Adrar,,Adrar,,Sali
122022000031,DZ-01,Adrar,,Adrar,,Reggane
122022000033,DZ-01,Adrar,,Adrar,,Reggane
122022000211,DZ-01,Adrar,,Adrar,,Reggane
122022000213,DZ-01,Adrar,,Adrar,,Reggane
122022000231,DZ-01,Adrar,,Adrar,,Reggane
122022000233,DZ-01,Adrar,,Adrar,,Reggane
122022002011,DZ-01,Adrar,,Adrar,,Reggane
